teebenchargs_id,algorithm,threads,relR,relS,matches,phase1Cycles,phase2Cycles,cyclesPerTuple,phase1Time,phase2Time,totalTime,throughput,phase1L3CacheMisses,phase1L3HitRatio,phase1L2CacheMisses,phase1L2HitRatio,phase1IPC,phase1IR,phase1EWB,phase1VoluntaryCS,phase1InvoluntaryCS,phase1UserCpuTime,phase1SystemCpuTime,phase2L3CacheMisses,phase2L3HitRatio,phase2L2CacheMisses,phase2L2HitRatio,phase2IPC,phase2IR,phase2EWB,phase2VoluntaryCS,phase2InvoluntaryCS,phase2UserCpuTime,phase2SystemCpuTime,totalL3CacheMisses,totalL3HitRatio,totalL2CacheMisses,totalL2HitRatio,totalIPC,totalIR,totalEWB,totalVoluntaryCS,totalInvoluntaryCS,totalUserCpuTime,totalSystemCpuTime
541,CrkJoin,16,13107200,52428800,52428800,0,0,48,491293,446407,937700,69.8902,185,0.97,7206,0.26,0.51,1230456,0,195,71,4839398,11954,0,0.00,0,0.00,0.00,0,0,0,0,0,0,70379,0.86,551358,0.33,0.00,49161446,1920,195,103,4840796,12086
542,CrkJoin,16,13107200,52428800,52428800,0,0,51,484045,511224,995269,65.8475,183,0.97,6424,0.29,0.51,1214436,0,195,72,4654434,46453,0,0.00,0,0.00,0.00,0,0,0,0,0,0,77407,0.84,546946,0.34,0.00,49424798,1888,195,104,4655821,46585
543,CrkJoin,16,13107200,52428800,52428800,0,0,57,471846,625263,1097109,59.7352,189,0.97,7076,0.28,0.51,1238824,0,202,70,4805557,7334,0,0.00,0,0.00,0.00,0,0,0,0,0,0,67825,0.87,567379,0.34,0.00,54783248,1888,202,102,4807032,7471
544,CrkJoin,16,13107200,52428800,52428800,0,0,62,457081,735884,1192965,54.9354,207,0.97,7498,0.28,0.49,1274679,0,194,79,4732357,21005,0,0.00,0,0.00,0.00,0,0,0,0,0,0,57963,0.88,546991,0.33,0.00,48322184,1872,194,111,4733850,21149
545,CrkJoin,16,13107200,52428800,52428800,0,0,66,426619,847370,1273989,51.4416,180,0.97,6966,0.26,0.52,1224077,0,196,58,4461236,24852,0,0.00,0,0.00,0.00,0,0,0,0,0,0,64450,0.87,573876,0.33,0.00,53177984,1888,196,90,4462120,25617
546,CrkJoin,16,13107200,52428800,52428800,0,0,70,396856,965004,1361860,48.1224,365,0.95,7916,0.30,0.47,1312651,0,190,54,4085485,20520,0,0.00,0,0.00,0.00,0,0,0,0,0,0,58376,0.88,544937,0.34,0.00,48338589,1872,190,86,4086963,20680
547,CrkJoin,16,13107200,52428800,52428800,0,0,75,364390,1087163,1451553,45.1489,179,0.97,7050,0.27,0.51,1231301,0,191,60,3674553,29228,0,0.00,0,0.00,0.00,0,0,0,0,0,0,66328,0.86,551463,0.33,0.00,50814991,1888,191,92,3675206,30193
548,CrkJoin,16,13107200,52428800,52428800,0,0,77,318728,1163309,1482037,44.2202,186,0.97,7116,0.27,0.53,1255758,0,205,64,3218429,27664,0,0.00,0,0.00,0.00,0,0,0,0,0,0,60575,0.87,516618,0.35,0.00,50027905,1872,205,96,3219863,27869
549,CrkJoin,16,13107200,52428800,52428800,0,0,72,279291,1123718,1403009,46.7110,194,0.98,8311,0.27,0.51,1304972,0,190,61,2815624,24513,0,0.00,0,0.00,0.00,0,0,0,0,0,0,52693,0.88,494222,0.35,0.00,48894083,1920,190,94,2816352,25413
550,CrkJoin,16,13107200,52428800,31457281,0,0,45,490084,378749,868833,75.4299,254,0.97,7581,0.26,0.54,1269322,0,200,56,4535101,38126,0,0.00,0,0.00,0.00,0,0,0,0,0,0,60378,0.87,513585,0.33,0.00,49822307,1920,200,88,4536051,38660
551,CrkJoin,16,13107200,52428800,52428800,0,0,47,487438,421163,908601,72.1285,183,0.98,7407,0.29,0.56,1245781,0,188,67,5131701,14998,0,0.00,0,0.00,0.00,0,0,0,0,0,0,63892,0.86,531832,0.34,0.00,47944804,1936,188,99,5133072,15128
552,CrkJoin,16,13107200,52428800,52428800,0,0,50,492060,481900,973960,67.2882,179,0.97,6920,0.26,0.56,1212827,0,195,58,5161821,14403,0,0.00,0,0.00,0.00,0,0,0,0,0,0,72638,0.85,566177,0.34,0.00,50953542,1920,195,90,5163193,14531
553,CrkJoin,16,13107200,52428800,52428800,0,0,53,486518,545048,1031566,63.5306,183,0.97,7150,0.26,0.51,1233915,0,192,79,4906056,27786,0,0.00,0,0.00,0.00,0,0,0,0,0,0,62082,0.87,540077,0.34,0.00,48179248,1872,192,111,4907484,27918
554,CrkJoin,16,13107200,52428800,52428800,0,0,57,472993,639176,1112169,58.9263,187,0.97,7313,0.28,0.50,1241803,0,199,58,4809756,32934,0,0.00,0,0.00,0.00,0,0,0,0,0,0,60754,0.87,549078,0.33,0.00,51280932,1904,199,90,4811229,33073
555,CrkJoin,16,13107200,52428800,52428800,0,0,59,453819,696518,1150337,56.9711,181,0.97,6988,0.27,0.51,1226595,0,188,58,4754630,12180,0,0.00,0,0.00,0.00,0,0,0,0,0,0,68367,0.86,569848,0.33,0.00,51063944,1888,188,90,4756092,12320
556,CrkJoin,16,13107200,52428800,52428800,0,0,65,431331,833961,1265292,51.7952,349,0.96,9070,0.27,0.44,1421989,0,204,54,4324925,15645,0,0.00,0,0.00,0.00,0,0,0,0,0,0,67240,0.86,541253,0.33,0.00,48502247,1920,204,86,4326396,15797
557,CrkJoin,16,13107200,52428800,52428800,0,0,71,401931,968769,1370700,47.8121,178,0.97,6544,0.28,0.51,1213884,0,194,64,4112507,26488,0,0.00,0,0.00,0.00,0,0,0,0,0,0,63475,0.86,526340,0.33,0.00,50310895,1904,194,96,4113980,26653
558,CrkJoin,16,13107200,52428800,52428800,0,0,75,362290,1081372,1443662,45.3957,179,0.97,6932,0.26,0.53,1217959,0,188,49,3720836,3687,0,0.00,0,0.00,0.00,0,0,0,0,0,0,63555,0.87,558818,0.34,0.00,53805785,1888,188,81,3722250,3854
559,CrkJoin,16,13107200,52428800,52428800,0,0,76,317870,1150209,1468079,44.6406,188,0.97,7075,0.27,0.51,1239664,0,196,55,3261682,10001,0,0.00,0,0.00,0.00,0,0,0,0,0,0,49726,0.89,498553,0.35,0.00,49007612,1872,196,87,3263078,10198
560,CrkJoin,16,13107200,52428800,52428800,0,0,71,275875,1106311,1382186,47.4147,181,0.97,6575,0.29,0.52,1218982,0,190,57,2774830,19164,0,0.00,0,0.00,0.00,0,0,0,0,0,0,47168,0.88,467955,0.36,0.00,46569658,1888,190,89,2776156,19418
561,CrkJoin,16,13107200,52428800,36700161,0,0,47,485351,431639,916990,71.4686,226,0.97,7090,0.28,0.55,1254432,0,212,57,4641486,32827,0,0.00,0,0.00,0.00,0,0,0,0,0,0,55030,0.88,535121,0.34,0.00,52432060,1888,212,89,4642417,33329
562,CrkJoin,16,13107200,52428800,52428800,0,0,47,487331,427102,914433,71.6685,190,0.97,7053,0.28,0.56,1230401,0,197,62,5239351,25112,0,0.00,0,0.00,0.00,0,0,0,0,0,0,61196,0.87,543556,0.34,0.00,50099570,1904,197,94,5240041,25901
563,CrkJoin,16,13107200,52428800,52428800,0,0,49,489135,460649,949784,69.0010,210,0.97,6783,0.26,0.56,1225228,0,202,82,5247485,6831,0,0.00,0,0.00,0.00,0,0,0,0,0,0,58146,0.87,521061,0.34,0.00,46761746,1936,202,114,5248848,6959
564,CrkJoin,16,13107200,52428800,52428800,0,0,51,482596,501668,984264,66.5838,280,0.96,7930,0.26,0.49,1320219,0,192,85,5049255,22263,0,0.00,0,0.00,0.00,0,0,0,0,0,0,61373,0.88,564128,0.34,0.00,49787076,1920,192,117,5050734,22401
565,CrkJoin,16,13107200,52428800,52428800,0,0,57,476821,634268,1111089,58.9836,255,0.96,6842,0.29,0.51,1283166,0,195,71,4872774,3041,0,0.00,0,0.00,0.00,0,0,0,0,0,0,59416,0.88,557561,0.34,0.00,50270466,1936,195,103,4874207,3174
566,CrkJoin,16,13107200,52428800,52428800,0,0,60,452896,702027,1154923,56.7449,180,0.97,6695,0.30,0.51,1230431,0,198,56,4343244,27935,0,0.00,0,0.00,0.00,0,0,0,0,0,0,62401,0.87,553898,0.33,0.00,49502051,1872,198,88,4344038,28675
567,CrkJoin,16,13107200,52428800,52428800,0,0,64,430577,815883,1246460,52.5777,224,0.97,7734,0.25,0.51,1285492,0,194,52,4161068,6470,0,0.00,0,0.00,0.00,0,0,0,0,0,0,70030,0.86,561661,0.33,0.00,51909113,1872,194,84,4162416,6608
568,CrkJoin,16,13107200,52428800,52428800,0,0,70,396711,950869,1347580,48.6324,182,0.97,7254,0.26,0.51,1236477,0,196,52,3878948,47661,0,0.00,0,0.00,0.00,0,0,0,0,0,0,96695,0.84,711244,0.37,0.00,89101690,1872,196,84,3880312,47817
569,CrkJoin,16,13107200,52428800,52428800,0,0,74,361418,1064904,1426322,45.9475,230,0.96,6596,0.30,0.50,1223966,0,191,66,3557306,8164,0,0.00,0,0.00,0.00,0,0,0,0,0,0,67816,0.86,543640,0.34,0.00,51629936,1888,191,98,3558753,8352
570,CrkJoin,16,13107200,52428800,52428800,0,0,76,316984,1151903,1468887,44.6161,180,0.97,6813,0.27,0.51,1232313,0,194,52,3157754,9091,0,0.00,0,0.00,0.00,0,0,0,0,0,0,71105,0.86,599494,0.39,0.00,68424562,1920,194,84,3159134,9286
571,CrkJoin,16,13107200,52428800,52428800,0,0,71,275356,1101394,1376750,47.6020,179,0.97,6730,0.27,0.51,1223882,0,190,51,2682720,12869,0,0.00,0,0.00,0.00,0,0,0,0,0,0,46976,0.89,472033,0.36,0.00,46781897,1888,190,84,2683576,13632
572,CrkJoin,16,13107200,52428800,41943040,0,0,40,472123,303262,775385,84.5206,177,0.97,6522,0.28,0.51,1212765,0,208,74,4603589,2646,0,0.00,0,0.00,0.00,0,0,0,0,0,0,57290,0.86,486945,0.34,0.00,49776332,1920,208,106,4604243,3602
573,CrkJoin,16,13107200,52428800,52428800,0,0,45,490940,393278,884218,74.1175,182,0.97,7348,0.27,0.51,1244894,0,195,65,4883590,49265,0,0.00,0,0.00,0.00,0,0,0,0,0,0,62525,0.86,516169,0.34,0.00,49084270,1936,195,97,4885070,49401
574,CrkJoin,16,13107200,52428800,52428800,0,0,46,491913,405237,897150,73.0491,186,0.97,6809,0.27,0.51,1227821,0,196,64,4858592,2212,0,0.00,0,0.00,0.00,0,0,0,0,0,0,63037,0.86,528737,0.34,0.00,48111860,1920,196,96,4859342,3037
575,CrkJoin,16,13107200,52428800,52428800,0,0,51,483915,513280,997195,65.7203,251,0.96,6994,0.29,0.50,1245376,0,192,55,4701006,3969,0,0.00,0,0.00,0.00,0,0,0,0,0,0,73964,0.85,556722,0.33,0.00,50933223,1904,192,87,4701731,4901
576,CrkJoin,16,13107200,52428800,52428800,0,0,56,473788,608074,1081862,60.5770,181,0.97,6922,0.29,0.51,1232635,0,196,61,4595531,15926,0,0.00,0,0.00,0.00,0,0,0,0,0,0,64446,0.86,528658,0.34,0.00,48249905,1936,196,93,4597020,16065
577,CrkJoin,16,13107200,52428800,52428800,0,0,59,453673,699741,1153414,56.8191,181,0.97,6561,0.28,0.52,1212001,0,200,62,4412700,24023,0,0.00,0,0.00,0.00,0,0,0,0,0,0,58390,0.88,533448,0.33,0.00,48860323,1904,200,94,4414184,24166
578,CrkJoin,16,13107200,52428800,52428800,0,0,64,430063,814788,1244851,52.6457,195,0.97,7078,0.26,0.51,1246953,0,196,61,4185476,13948,0,0.00,0,0.00,0.00,0,0,0,0,0,0,67297,0.86,551774,0.33,0.00,49522795,1872,196,93,4186888,14091
579,CrkJoin,16,13107200,52428800,52428800,0,0,69,399310,943118,1342428,48.8190,180,0.97,6899,0.28,0.51,1227216,0,198,69,3859983,44466,0,0.00,0,0.00,0.00,0,0,0,0,0,0,68316,0.86,556719,0.34,0.00,51700850,1888,198,101,3860655,45423
580,CrkJoin,16,13107200,52428800,52428800,0,0,73,361722,1055081,1416803,46.2563,344,0.96,8257,0.28,0.49,1375054,0,196,52,3609975,16577,0,0.00,0,0.00,0.00,0,0,0,0,0,0,62328,0.87,529261,0.33,0.00,49051307,1888,196,84,3611262,16738
581,CrkJoin,16,13107200,52428800,52428800,0,0,76,321720,1145055,1466775,44.6803,193,0.97,7077,0.26,0.50,1231655,0,194,61,3168689,0,0,0.00,0,0.00,0.00,0,0,0,0,0,0,54301,0.88,516367,0.34,0.00,51088133,1904,194,93,3170132,92
582,CrkJoin,16,13107200,52428800,52428800,0,0,72,276079,1120150,1396229,46.9379,186,0.97,6914,0.27,0.52,1223858,0,200,65,2682516,18191,0,0.00,0,0.00,0.00,0,0,0,0,0,0,47661,0.89,486350,0.36,0.00,47298208,1888,200,97,2683269,19059
583,CrkJoin,16,13107200,52428800,47185922,0,0,42,480795,335540,816335,80.2808,179,0.97,6458,0.28,0.51,1206909,0,197,56,4838693,21671,0,0.00,0,0.00,0.00,0,0,0,0,0,0,64643,0.85,505851,0.33,0.00,47224594,1888,197,88,4839691,22205
584,CrkJoin,16,13107200,52428800,52428800,0,0,45,489298,393598,882896,74.2284,270,0.96,6877,0.29,0.54,1235576,0,195,70,4928129,8277,0,0.00,0,0.00,0.00,0,0,0,0,0,0,67585,0.86,533406,0.33,0.00,48234276,1904,195,102,4929476,8402
585,CrkJoin,16,13107200,52428800,52428800,0,0,46,492278,407042,899320,72.8728,192,0.97,6955,0.26,0.56,1224104,0,198,70,4815653,17959,0,0.00,0,0.00,0.00,0,0,0,0,0,0,80878,0.84,561426,0.33,0.00,50981622,1888,198,102,4816935,18074
586,CrkJoin,16,13107200,52428800,52428800,0,0,50,484508,479676,964184,67.9704,250,0.96,7345,0.27,0.50,1271988,0,195,54,4726215,33352,0,0.00,0,0.00,0.00,0,0,0,0,0,0,68831,0.86,542249,0.33,0.00,49220179,1920,195,86,4727660,33487
587,CrkJoin,16,13107200,52428800,52428800,0,0,55,470786,596597,1067383,61.3988,326,0.95,7063,0.28,0.49,1288518,0,191,59,4551459,14150,0,0.00,0,0.00,0.00,0,0,0,0,0,0,72063,0.86,570308,0.33,0.00,53883775,1936,191,91,4552929,14286
588,CrkJoin,16,13107200,52428800,52428800,0,0,60,454309,703736,1158045,56.5919,184,0.97,6838,0.25,0.51,1218585,0,189,53,4371580,17239,0,0.00,0,0.00,0.00,0,0,0,0,0,0,72261,0.85,555533,0.33,0.00,49771648,1920,189,85,4373056,17378
589,CrkJoin,16,13107200,52428800,52428800,0,0,64,426366,822808,1249174,52.4635,179,0.97,7125,0.27,0.51,1233181,0,188,67,4162566,15795,0,0.00,0,0.00,0.00,0,0,0,0,0,0,60755,0.87,547357,0.33,0.00,50069777,1888,188,99,4163960,15935
590,CrkJoin,16,13107200,52428800,52428800,0,0,68,397639,917258,1314897,49.8412,187,0.97,8022,0.24,0.51,1285526,0,197,62,3917418,18865,0,0.00,0,0.00,0.00,0,0,0,0,0,0,71108,0.86,562771,0.33,0.00,50603149,1920,197,94,3918856,19021
591,CrkJoin,16,13107200,52428800,52428800,0,0,73,363241,1050250,1413491,46.3646,193,0.97,7165,0.26,0.50,1240227,0,189,58,3558804,11801,0,0.00,0,0.00,0.00,0,0,0,0,0,0,60065,0.87,527935,0.34,0.00,51504392,1904,189,90,3560264,11987
592,CrkJoin,16,13107200,52428800,52428800,0,0,76,319226,1144778,1464004,44.7649,199,0.97,7312,0.26,0.50,1247019,0,191,51,3140755,14389,0,0.00,0,0.00,0.00,0,0,0,0,0,0,60573,0.87,510829,0.34,0.00,48039692,1872,191,83,3142091,14587
593,CrkJoin,16,13107200,52428800,52428800,0,0,72,274250,1115517,1389767,47.1561,245,0.96,6868,0.27,0.50,1232945,0,202,63,2728728,9509,0,0.00,0,0.00,0.00,0,0,0,0,0,0,52824,0.88,482983,0.34,0.00,46483124,1872,202,95,2729348,10522
594,CrkJoin,16,13107200,52428800,52428800,0,0,44,484483,365015,849498,77.1467,186,0.97,6436,0.28,0.52,1189529,0,202,72,5151442,13399,0,0.00,0,0.00,0.00,0,0,0,0,0,0,62148,0.86,516170,0.35,0.00,48887347,1936,202,104,5152468,13963
595,CrkJoin,16,13107200,52428800,52428800,0,0,45,486842,392473,879315,74.5307,192,0.97,6995,0.27,0.50,1234487,0,200,76,4918793,21068,0,0.00,0,0.00,0.00,0,0,0,0,0,0,74697,0.85,550809,0.35,0.00,50406829,1936,200,108,4920196,21198
596,CrkJoin,16,13107200,52428800,52428800,0,0,46,487081,404923,892004,73.4705,182,0.97,6986,0.28,0.55,1240269,0,195,65,4876957,13327,0,0.00,0,0.00,0.00,0,0,0,0,0,0,69627,0.85,534780,0.34,0.00,49774055,1936,195,97,4878315,13451
597,CrkJoin,16,13107200,52428800,52428800,0,0,51,484721,513425,998146,65.6577,185,0.97,6676,0.28,0.51,1227097,0,198,61,4722271,10206,0,0.00,0,0.00,0.00,0,0,0,0,0,0,71749,0.85,555724,0.34,0.00,49747330,1920,198,93,4723742,10336
598,CrkJoin,16,13107200,52428800,52428800,0,0,55,470510,600038,1070548,61.2172,179,0.97,6919,0.27,0.51,1226277,0,203,51,4629845,26558,0,0.00,0,0.00,0.00,0,0,0,0,0,0,75809,0.84,549171,0.33,0.00,50848569,1888,203,83,4631255,26691
599,CrkJoin,16,13107200,52428800,52428800,0,0,58,456477,668057,1124534,58.2784,205,0.97,7606,0.28,0.49,1279606,0,202,60,4419191,15859,0,0.00,0,0.00,0.00,0,0,0,0,0,0,62972,0.87,539523,0.33,0.00,47523257,1872,202,92,4420661,16001
600,CrkJoin,16,13107200,52428800,52428800,0,0,64,431284,815427,1246711,52.5671,214,0.97,8345,0.26,0.50,1309168,0,196,70,4176937,13001,0,0.00,0,0.00,0.00,0,0,0,0,0,0,61080,0.87,537323,0.33,0.00,48724454,1872,196,102,4178371,13073
601,CrkJoin,16,13107200,52428800,52428800,0,0,69,400755,933829,1334584,49.1059,180,0.97,6838,0.27,0.51,1216943,0,193,55,3887158,28678,0,0.00,0,0.00,0.00,0,0,0,0,0,0,60031,0.87,530568,0.34,0.00,48352981,1872,193,87,3888629,28840
602,CrkJoin,16,13107200,52428800,52428800,0,0,74,361417,1070052,1431469,45.7823,239,0.97,7282,0.26,0.48,1274565,0,188,52,3546006,25121,0,0.00,0,0.00,0.00,0,0,0,0,0,0,58433,0.87,518537,0.34,0.00,47316710,1824,188,84,3547416,25299
603,CrkJoin,16,13107200,52428800,52428800,0,0,76,317749,1147498,1465247,44.7269,194,0.97,7480,0.27,0.50,1267792,0,195,63,3141152,27822,0,0.00,0,0.00,0.00,0,0,0,0,0,0,76024,0.86,605541,0.37,0.00,71516783,1904,195,95,3142485,28019
604,CrkJoin,16,13107200,52428800,52428800,0,0,72,277276,1110510,1387786,47.2234,212,0.97,7206,0.27,0.48,1266181,0,195,51,2679014,20358,0,0.00,0,0.00,0.00,0,0,0,0,0,0,54433,0.88,506449,0.35,0.00,50443198,1888,195,83,2680409,20625
605,CrkJoin,1,1310720,5242880,0,0,0,51,274,99289,99563,65.8236,180,0.97,6785,0.27,0.52,1147000,0,4,48,102406,0,0,0.00,0,0.00,0.00,0,0,0,0,0,0,5247,0.91,59358,0.36,0.02,12602913,1104,4,80,103304,555
606,CrkJoin,1,1310720,5242880,5242880,0,0,204,262,392787,393049,16.6737,196,0.97,8291,0.25,0.50,1235031,0,5,48,395027,821,0,0.00,0,0.00,0.00,0,0,0,0,0,0,11135,0.91,134822,0.58,0.01,23604639,1296,5,80,396046,1199
607,CrkJoin,1,1310720,5242880,5242880,0,0,204,282,392360,392642,16.6910,192,0.97,7439,0.26,0.48,1201942,0,4,48,393900,2300,0,0.00,0,0.00,0.00,0,0,0,0,0,0,10935,0.90,119373,0.62,0.01,22399056,1296,4,80,394610,3300
608,CrkJoin,1,1310720,5242880,5242880,0,0,202,470,388562,389032,16.8459,195,0.97,6966,0.26,0.48,1158825,0,5,48,386941,5648,0,0.00,0,0.00,0.00,0,0,0,0,0,0,10888,0.90,114789,0.62,0.01,20630816,1296,5,80,387357,6986
609,CrkJoin,1,1310720,5242880,5242880,0,0,200,281,385822,386103,16.9737,181,0.97,6548,0.24,0.50,1128055,0,4,49,388787,900,0,0.00,0,0.00,0.00,0,0,0,0,0,0,20540,0.83,124439,0.59,0.01,20903143,1296,4,81,389058,2303
610,CrkJoin,1,1310720,5242880,5242880,0,0,196,327,377711,378038,17.3358,303,0.96,8157,0.25,0.48,1253922,0,4,49,378623,2847,0,0.00,0,0.00,0.00,0,0,0,0,0,0,12929,0.88,116166,0.61,0.01,21042541,1296,4,81,379289,3859
611,CrkJoin,1,1310720,5242880,5242880,0,0,193,478,371102,371580,17.6371,181,0.97,6780,0.25,0.51,1128477,0,6,50,372254,2871,0,0.00,0,0.00,0.00,0,0,0,0,0,0,11333,0.89,111452,0.61,0.01,20609012,1296,6,82,372652,4108
612,CrkJoin,1,1310720,5242880,5242880,0,0,186,264,358705,358969,18.2567,303,0.96,8220,0.24,0.49,1249476,0,5,48,359665,2925,0,0.00,0,0.00,0.00,0,0,0,0,0,0,12672,0.87,106121,0.59,0.01,21086132,1296,5,80,360315,3968
613,CrkJoin,1,1310720,5242880,5242880,0,0,176,277,338975,339252,19.3178,241,0.96,6885,0.26,0.47,1163378,0,4,49,342813,0,0,0.00,0,0.00,0.00,0,0,0,0,0,0,10180,0.88,94813,0.60,0.01,19249173,1296,4,81,344040,470
614,CrkJoin,1,1310720,5242880,5242880,0,0,168,573,323720,324293,20.2089,184,0.97,6352,0.25,0.51,1123650,0,5,50,320322,7558,0,0.00,0,0.00,0.00,0,0,0,0,0,0,11779,0.88,101236,0.58,0.01,19809413,1296,5,82,320918,8641
615,CrkJoin,1,1310720,5242880,5242880,0,0,153,308,294846,295154,22.2040,179,0.97,6430,0.25,0.51,1122451,0,5,49,294449,4252,0,0.00,0,0.00,0.00,0,0,0,0,0,0,9578,0.88,88945,0.61,0.01,19150105,1296,5,81,294998,5354
616,CrkJoin,1,1310720,5242880,524288,0,0,169,285,325711,325996,20.1033,179,0.97,6485,0.27,0.51,1125302,0,4,48,324213,5330,0,0.00,0,0.00,0.00,0,0,0,0,0,0,8851,0.90,96308,0.62,0.01,19365796,1296,4,80,324213,6974
617,CrkJoin,1,1310720,5242880,5242880,0,0,207,529,398409,398938,16.4276,212,0.97,7915,0.25,0.51,1201957,0,5,48,397363,5128,0,0.00,0,0.00,0.00,0,0,0,0,0,0,11237,0.90,121802,0.60,0.01,21287846,1296,5,80,398090,6111
618,CrkJoin,1,1310720,5242880,5242880,0,0,202,470,389283,389753,16.8148,180,0.97,6394,0.28,0.51,1123591,0,5,48,392551,757,0,0.00,0,0.00,0.00,0,0,0,0,0,0,9114,0.90,103258,0.64,0.01,19855876,1296,5,80,392819,2073
619,CrkJoin,1,1310720,5242880,5242880,0,0,201,482,387466,387948,16.8930,178,0.97,6561,0.27,0.51,1126666,0,6,50,384048,7514,0,0.00,0,0.00,0.00,0,0,0,0,0,0,10988,0.89,110665,0.62,0.01,20376854,1296,6,82,384720,8497
620,CrkJoin,1,1310720,5242880,5242880,0,0,199,282,383052,383334,17.0963,228,0.96,6508,0.27,0.49,1146152,0,5,49,379800,6948,0,0.00,0,0.00,0.00,0,0,0,0,0,0,10831,0.89,107701,0.62,0.01,20335551,1296,5,81,380461,7845
621,CrkJoin,1,1310720,5242880,5242880,0,0,197,284,379426,379710,17.2595,199,0.97,6293,0.25,0.49,1140511,0,4,49,380508,2688,0,0.00,0,0.00,0.00,0,0,0,0,0,0,10525,0.90,110141,0.60,0.01,20326519,1296,4,81,380923,3879
622,CrkJoin,1,1310720,5242880,5242880,0,0,194,460,374107,374567,17.4965,178,0.97,6507,0.26,0.51,1124712,0,5,49,377292,845,0,0.00,0,0.00,0.00,0,0,0,0,0,0,9959,0.90,104141,0.63,0.01,20686843,1296,5,81,377903,1761
623,CrkJoin,1,1310720,5242880,5242880,0,0,185,279,357234,357513,18.3311,183,0.97,6568,0.25,0.51,1127616,0,5,49,358260,2817,0,0.00,0,0.00,0.00,0,0,0,0,0,0,19311,0.84,126776,0.55,0.01,20798579,1296,5,81,358844,3749
624,CrkJoin,1,1310720,5242880,5242880,0,0,179,283,345128,345411,18.9733,209,0.97,6990,0.26,0.49,1170125,0,4,48,348503,414,0,0.00,0,0.00,0.00,0,0,0,0,0,0,9565,0.89,96780,0.60,0.01,19215885,1296,4,80,349114,1428
625,CrkJoin,1,1310720,5242880,5242880,0,0,167,302,321088,321390,20.3914,179,0.97,6519,0.28,0.51,1125523,0,5,49,324296,573,0,0.00,0,0.00,0.00,0,0,0,0,0,0,13129,0.87,108789,0.54,0.01,20516950,1296,5,81,324878,1640
626,CrkJoin,1,1310720,5242880,5242880,0,0,154,266,295924,296190,22.1263,177,0.97,6644,0.24,0.51,1124543,0,5,48,292128,7685,0,0.00,0,0.00,0.00,0,0,0,0,0,0,9058,0.89,89911,0.60,0.01,19242520,1296,5,80,293235,8160
627,CrkJoin,1,1310720,5242880,1048576,0,0,171,283,329077,329360,19.8980,230,0.97,7000,0.27,0.48,1168811,0,4,49,327953,5019,0,0.00,0,0.00,0.00,0,0,0,0,0,0,18487,0.83,113958,0.60,0.01,20367546,1296,4,81,328290,6359
628,CrkJoin,1,1310720,5242880,5242880,0,0,203,269,390716,390985,16.7618,200,0.97,7617,0.24,0.49,1198486,0,4,50,393467,1036,0,0.00,0,0.00,0.00,0,0,0,0,0,0,11462,0.89,114723,0.64,0.01,20242365,1296,4,82,394182,2021
629,CrkJoin,1,1310720,5242880,5242880,0,0,203,287,390817,391104,16.7567,179,0.97,6609,0.24,0.51,1126644,0,4,49,393505,1152,0,0.00,0,0.00,0.00,0,0,0,0,0,0,11669,0.89,113852,0.61,0.01,20935564,1296,4,81,393788,2538
630,CrkJoin,1,1310720,5242880,5242880,0,0,202,257,389992,390249,16.7934,181,0.97,6677,0.26,0.50,1144229,0,6,48,386962,6705,0,0.00,0,0.00,0.00,0,0,0,0,0,0,16814,0.85,122615,0.60,0.01,20561234,1296,6,80,387624,7683
631,CrkJoin,1,1310720,5242880,5242880,0,0,200,323,385222,385545,16.9983,183,0.97,6725,0.28,0.50,1131785,0,4,48,386302,2529,0,0.00,0,0.00,0.00,0,0,0,0,0,0,10617,0.90,116545,0.60,0.01,21063053,1296,4,80,386944,3507
632,CrkJoin,1,1310720,5242880,5242880,0,0,196,290,376963,377253,17.3719,179,0.97,6817,0.24,0.51,1129227,0,4,48,380494,319,0,0.00,0,0.00,0.00,0,0,0,0,0,0,10020,0.91,113541,0.60,0.01,20022712,1296,4,80,380765,1745
633,CrkJoin,1,1310720,5242880,5242880,0,0,192,280,370364,370644,17.6817,178,0.97,6569,0.29,0.51,1128761,0,4,48,369395,4894,0,0.00,0,0.00,0.00,0,0,0,0,0,0,10357,0.89,100191,0.63,0.01,19233634,1296,4,80,370067,5953
634,CrkJoin,1,1310720,5242880,5242880,0,0,185,280,357398,357678,18.3226,177,0.97,6490,0.26,0.51,1127403,0,4,48,360726,518,0,0.00,0,0.00,0.00,0,0,0,0,0,0,12003,0.88,106621,0.59,0.01,19933028,1296,4,80,361381,1569
635,CrkJoin,1,1310720,5242880,5242880,0,0,177,278,341250,341528,19.1891,178,0.97,6422,0.26,0.51,1125809,0,4,48,344979,0,0,0.00,0,0.00,0.00,0,0,0,0,0,0,11365,0.88,103978,0.59,0.01,20042750,1296,4,80,345648,1015
636,CrkJoin,1,1310720,5242880,5242880,0,0,168,487,324142,324629,20.1880,177,0.97,6413,0.27,0.51,1126368,0,6,48,320653,7535,0,0.00,0,0.00,0.00,0,0,0,0,0,0,11017,0.89,106981,0.58,0.01,20773133,1296,6,80,321235,8628
